Brand,Copang_number,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Regular price,Sale price,Categories,Images,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,2057925 - 9265243,simple,SKU_183WL_5IL3V,Herb Cleansing Water 50ml,-1,0,visible,"Skin Concerns: Moisture
Skin type: all skin
Area used: face","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_183WL_5IL3V_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_183WL_5IL3V_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_183WL_5IL3V_3.webp"" width=""100%"" />""",taxable,1,0,0,1,6190,,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_183WL_5IL3V_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,50ml,1,0
,38658852 - 142468364,simple,SKU_N0LD0_2CTLAK,Su:m 37 Degree Sweet Smile Mild Cleansing Water,-1,0,visible,"Skin type: all skin
Area used: face","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_N0LD0_2CTLAK_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_N0LD0_2CTLAK_2.webp"" width=""100%"" />""",taxable,1,0,0,1,30000,14300,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_N0LD0_2CTLAK_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_N0LD0_2CTLAK_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_N0LD0_2CTLAK_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_N0LD0_2CTLAK_5.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,300ML,1,0
,39433959 - 144763155,simple,SKU_NH7FR_2E6RYR,S&P Hidden Lab Brand New Magnetic Cleanser,-1,0,visible,"Skin type: all skin
Area used: face","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_NH7FR_2E6RYR_1.webp"" width=""100%"" />""",taxable,1,0,0,1,18000,7750,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_NH7FR_2E6RYR_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_NH7FR_2E6RYR_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_NH7FR_2E6RYR_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_NH7FR_2E6RYR_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_NH7FR_2E6RYR_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_NH7FR_2E6RYR_7.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,150ml,1,0
,38169800 - 140724552,simple,SKU_MQ408_2BS7RC,PROUD MARY Cleansing Water,-1,0,visible,"Skin concerns: soothing/moisturizing
Skin type: all skin
Area used: face","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_MQ408_2BS7RC_1.webp"" width=""100%"" />""",taxable,1,0,0,1,7200,,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_MQ408_2BS7RC_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_MQ408_2BS7RC_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,400ml,1,0
,36754360 - 135581740,simple,SKU_LVRUG_28PZJG,Essenherb Tea Tree Cleansing Water,-1,0,visible,"Skin concerns: soothing
Skin type: all skin
Area used: face","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_LVRUG_28PZJG_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_LVRUG_28PZJG_2.webp"" width=""100%"" />""",taxable,1,0,0,1,13900,10920,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_LVRUG_28PZJG_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_LVRUG_28PZJG_3.webp,",0,KeySpecifications,for all skin type,1,0,Capacity,200ml,1,0
,29032141 - 111014906,simple,SKU_HA9CD_1U3FNE,Food A Holic No Wash Cleansing Water Tea Tree,-1,0,visible,"Skin Concerns: Pores
Skin type: all skin
Import Type: Domestic Manufacturing
Area used: face","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_HA9CD_1U3FNE_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_HA9CD_1U3FNE_1.webp"" width=""100%"" />""",taxable,1,0,0,1,6220,,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_HA9CD_1U3FNE_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_HA9CD_1U3FNE_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,300ml,1,0
Tonimori,23420427 - 91094635,simple,SKU_DXZBF_1I8H2J,TONY MOLY Pro Clean Soft Cleansing Water,-1,0,visible,"Skin Concerns: Moisture
Skin type: all skin
Income type: -
Area used: face","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_DXZBF_1I8H2J_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_DXZBF_1I8H2J_1.webp"" width=""100%"" />""",taxable,1,0,0,1,11400,6860,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_DXZBF_1I8H2J_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_DXZBF_1I8H2J_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_DXZBF_1I8H2J_5.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,200ml,1,0
Labiotte,20140516 - 80017068,simple,SKU_BZOIS_1BN1KC,Labiotte Merieco Fresh Pink Peony Cleansing Water,-1,0,visible,"Date of manufacture: 2016-03-21
Skin trouble: soothing
Skin type: all skin
Income type: -","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_BZOIS_1BN1KC_1.webp"" width=""100%"" />""",taxable,1,0,0,1,16000,11120,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_BZOIS_1BN1KC_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_BZOIS_1BN1KC_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_BZOIS_1BN1KC_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,250ml,1,0
,12668115 - 53686177,simple,SKU_7JIS3_VYOIP,Essenherb Witch Hazel 70 Cleansing Water Lavender,-1,0,visible,"Skin Concerns: Moisture
Skin type: all skin
Income type: -
Area used: face","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_7JIS3_VYOIP_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_7JIS3_VYOIP_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_7JIS3_VYOIP_3.webp"" width=""100%"" />""",taxable,1,0,0,1,13900,10600,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_7JIS3_VYOIP_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_7JIS3_VYOIP_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,320ml,1,0
,1231405037 - 2224992173,simple,SKU_KD5A7H_10SPAY5,Blab I am Sorry Just Cleansing Water,-1,0,visible,"Skin concerns: soothing/moisturizing
Skin type: all skin
Area used: face
Total Quantity: 1","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_KD5A7H_10SPAY5_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_KD5A7H_10SPAY5_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_KD5A7H_10SPAY5_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_KD5A7H_10SPAY5_7.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_KD5A7H_10SPAY5_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_KD5A7H_10SPAY5_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_KD5A7H_10SPAY5_4.webp"" width=""100%"" />""",taxable,1,0,0,1,4900,,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_KD5A7H_10SPAY5_8.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,300ml,1,0
Pretty,320327628 - 1025023373,simple,SKU_5APQDO_GY9T3H,Pretty Perfect Clean Daily Cleansing Water,-1,0,visible,"Skin Concerns: Pores
Skin type: all skin
Area used: face
Total Quantity: 3","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5APQDO_GY9T3H_1.webp"" width=""100%"" />""",taxable,1,0,0,1,4350,,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_5APQDO_GY9T3H_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_5APQDO_GY9T3H_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_5APQDO_GY9T3H_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,250ml,1,0
Age To Ween'S,247890047 - 784804818,simple,SKU_43L56N_CZ939U,Age2wen's Clear Essence Cleansing Water,-1,0,visible,"Skin concerns: Weak acidity
Skin type: all skin
Area used: face
Total Quantity: 1","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_43L56N_CZ939U_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_43L56N_CZ939U_1.webp"" width=""100%"" />""",taxable,1,0,0,1,8480,,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_43L56N_CZ939U_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,500ml,1,0
Nature Republic,177155637 - 506574117,simple,SKU_2XH25X_8DLN39,Nature Republic Jeju Carbonated Cleansing Water,-1,0,visible,"Skin Concerns: Pores
Skin type: all skin
Area used: face
Total Quantity: 1","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XH25X_8DLN39_1.webp"" width=""100%"" />""",taxable,1,0,0,1,15000,9480,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2XH25X_8DLN39_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,510㎖,1,0
The Saem,1732808 - 7563977,simple,SKU_1151K_4I4EH,[The Saem] Healing Tea Garden Green Tea Cleansing Water [ Holiday Limited Edition ],-1,0,visible,"Skin Concerns: Moisture
Skin type: all skin
Area used: face","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_1151K_4I4EH_1.webp"" width=""100%"" />""",taxable,1,0,0,1,8500,6980,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1151K_4I4EH_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,500ml,1,0
The Saem,1732807 - 7563975,simple,SKU_1151J_4I4EF,[The Saem] Healing Tea Garden Tea Tree Cleansing Water [ Holiday Limited Edition ],-1,0,visible,"Skin Concerns: Pores
Skin type: all skin
Area used: face","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_1151J_4I4EF_1.webp"" width=""100%"" />""",taxable,1,0,0,1,8500,6980,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1151J_4I4EF_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1151J_4I4EF_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,500ml,1,0
,10307738 - 45111725,simple,SKU_64XI2_QUWFH,Thank You Farmer Back to Iceland Cleansing Water Deluxe,-1,0,visible,"Skin Concerns: Moisture
Skin type: all skin
Income type: -
Area used: face","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_64XI2_QUWFH_1.webp"" width=""100%"" />""",taxable,1,0,0,1,4000,2650,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_64XI2_QUWFH_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_64XI2_QUWFH_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_64XI2_QUWFH_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_64XI2_QUWFH_3.webp,",0,KeySpecifications,for all skin type,1,0,Capacity,30ml,1,0
,1421428242 - 2459934095,simple,SKU_NIA51U_14OKXAN,Cleosis Onaparm A1 Mild Deep Cleansing Water,-1,0,visible,"Skin concerns: soothing/moisturizing
Skin type: all skin
Total Quantity: 1
Area used: face","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_NIA51U_14OKXAN_1.webp"" width=""100%"" />""",taxable,1,0,0,1,9400,,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_NIA51U_14OKXAN_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,200ml,1,0
,4521119722 - 5451226765,simple,SKU_22RRAAY_2I5IPHP,Graceday Hyaluron & Collagen Hydrating Micellar Cleansing Water,-1,0,visible,"Skin concerns: Elasticity
Total Quantity: 1","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_22RRAAY_2I5IPHP_1.webp"" width=""100%"" />""",taxable,1,0,0,1,5500,,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_22RRAAY_2I5IPHP_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,500ml,1,0
Nivea,6348356176 - 13347875824,simple,SKU_2WZNAZ4_64QZAWG,Nivea Sensitive Micellar Air Cleansing Water,-1,0,visible,"Skin type: sensitive/problematic
Total Quantity: 1
Area used: face
Skin concerns: soothing/moisturizing","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2WZNAZ4_64QZAWG_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2WZNAZ4_64QZAWG_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2WZNAZ4_64QZAWG_3.webp"" width=""100%"" />""",taxable,1,0,0,1,7900,5200,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2WZNAZ4_64QZAWG_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2WZNAZ4_64QZAWG_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,400ml,1,0
Huxley,96818253 - 297860874,simple,SKU_1LN5FX_4XC6X6,Huxley B Clean B Moist Cleansing Water,-1,0,visible,"Skin concerns: soothing/moisturizing
Skin type: all skin
Total Quantity: 1",,taxable,1,0,0,1,17390,11110,Single Life > Shower/Cleansing > Cleansing > Oil/Water,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1LN5FX_4XC6X6_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,200ml,1,0
,588560 - 18002756096,simple,SKU_CM4W_89QDJI8,Etude Immaculate Smile Fermented Lip & Eye Remover,-1,0,visible,Area of ​​use: Lip & Eye,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_CM4W_89QDJI8_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_CM4W_89QDJI8_2.webp"" width=""100%"" />""",taxable,1,0,0,1,13000,7590,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_CM4W_89QDJI8_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,250ml,1,0
Flynn,5750538758 - 12081196224,simple,SKU_2N3Q03Q_5JSTYO0,Flynn Reset Lip & Eye Remover Pad 30p,-1,0,visible,"Type: Tissue/Sheet/Pad
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2N3Q03Q_5JSTYO0_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2N3Q03Q_5JSTYO0_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2N3Q03Q_5JSTYO0_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2N3Q03Q_5JSTYO0_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2N3Q03Q_5JSTYO0_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2N3Q03Q_5JSTYO0_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2N3Q03Q_5JSTYO0_3.webp"" width=""100%"" />""",taxable,1,0,0,1,18000,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2N3Q03Q_5JSTYO0_10.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2N3Q03Q_5JSTYO0_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2N3Q03Q_5JSTYO0_9.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2N3Q03Q_5JSTYO0_8.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,khaj,1,0
Etude,5815399578 - 10019705096,simple,SKU_2O6C716_4LPH1XK,Etude Soonjung Lip & Eye Remover,-1,0,visible,"Type: Liquid
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2O6C716_4LPH1XK_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2O6C716_4LPH1XK_2.webp"" width=""100%"" />""",taxable,1,0,0,1,8000,4450,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2O6C716_4LPH1XK_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,100ml,1,0
,6530006627 - 14499724671,simple,SKU_2ZZSPCZ_6NSRF5R,Yves Rocher Pure Blue Express Makeup Remover,-1,0,visible,"Weight per piece: 200ml
Type: Liquid
Area used: eye area","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZZSPCZ_6NSRF5R_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZZSPCZ_6NSRF5R_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZZSPCZ_6NSRF5R_1.webp"" width=""100%"" />""",taxable,1,0,0,1,16400,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZZSPCZ_6NSRF5R_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,200ml,1,0
,6716431871 - 15609766185,simple,SKU_332SFZZ_765NGO9,Ariel Relieving Micellar Lip & Eye Remover,-1,0,visible,"Type: Liquid
Area used: face","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_332SFZZ_765NGO9_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_332SFZZ_765NGO9_1.webp"" width=""100%"" />""",taxable,1,0,0,1,15900,15900,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_332SFZZ_765NGO9_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,300ml,1,0
,5578628615 - 8909729936,simple,SKU_2K9DDDZ_43CMFM8,Secretderm Collagen Cleansing Lotion,-1,0,visible,"Area used: face
Skin Concerns: Elasticity","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2K9DDDZ_43CMFM8_1.webp"" width=""100%"" />""",taxable,1,0,0,1,18800,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2K9DDDZ_43CMFM8_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,1000ml,1,0
