Brand,Copang_number,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Regular price,Sale price,Categories,Images,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,6063921914 - 11163705503,simple,SKU_2SAAW3E_54MKYAN,Soda Face Aqua Peeling Gel Orange,-1,0,visible,"Skin type: all skin
Vessel Type: Pump Type","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2SAAW3E_54MKYAN_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2SAAW3E_54MKYAN_2.webp"" width=""100%"" />""",taxable,1,0,0,1,25000,,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2SAAW3E_54MKYAN_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2SAAW3E_54MKYAN_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,180ml,1,0
,6059203277 - 11133818294,simple,SKU_2S7HR65_544SD6E,3WCLINIC Rice Bran Moisture Peeling Gel,-1,0,visible,"Skin type: all skin
Container Type: Tubular","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S7HR65_544SD6E_1.webp"" width=""100%"" />""",taxable,1,0,0,1,8000,,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S7HR65_544SD6E_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,180ml,1,0
,6058043421 - 11127987233,simple,SKU_2S6SW7X_541BDWH,Soo A New York Squeeze Lemon Scrub,-1,0,visible,"Skin type: all skin
Container Type: Tubular","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S6SW7X_541BDWH_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S6SW7X_541BDWH_7.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S6SW7X_541BDWH_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S6SW7X_541BDWH_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S6SW7X_541BDWH_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S6SW7X_541BDWH_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S6SW7X_541BDWH_6.webp"" width=""100%"" />""",taxable,1,0,0,1,6500,,Beauty > Cleansing/Peeling > Scrub/Peeling > Powder/Scrub,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S6SW7X_541BDWH_9.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S6SW7X_541BDWH_8.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,80ml,1,0
,6057681766 - 11125949699,simple,SKU_2S6L55Y_5403PQB,Corte Dermo Essential Super Enzyme Powder,-1,0,visible,Skin type: all skin,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S6L55Y_5403PQB_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S6L55Y_5403PQB_1.webp"" width=""100%"" />""",taxable,1,0,0,1,30000,30000,Beauty > Cleansing/Peeling > Scrub/Peeling > Powder/Scrub,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S6L55Y_5403PQB_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,50g,1,0
,6055139827 - 11112176406,simple,SKU_2S52NSJ_53RWI6U,Patchholic Cica Plus Cotton Pad Toner 30p,-1,0,visible,"Skin type: all skin
Container type: jar type","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S52NSJ_53RWI6U_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S52NSJ_53RWI6U_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S52NSJ_53RWI6U_2.webp"" width=""100%"" />""",taxable,1,0,0,1,9900,,Beauty > Cleansing/Peeling > Scrub/Peeling > Peeling Pad,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S52NSJ_53RWI6U_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S52NSJ_53RWI6U_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S52NSJ_53RWI6U_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S52NSJ_53RWI6U_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,50g,1,0
,6053377325 - 11101094799,simple,SKU_2S40VU5_53LAZKF,Deoproce Cleanbella Collagen Essential Clean and Deep Peeling Vegetal,-1,0,visible,"Skin type: all skin
Container Type: Tubular","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S40VU5_53LAZKF_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S40VU5_53LAZKF_2.webp"" width=""100%"" />""",taxable,1,0,0,1,13600,,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S40VU5_53LAZKF_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,170g,1,0
May Island,6052690086 - 11097835265,simple,SKU_2S3M5K6_53JD4HT,May Island 7 Days Secret Royal Brown Sugar Scrub,-1,0,visible,Skin type: all skin,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S3M5K6_53JD4HT_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S3M5K6_53JD4HT_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S3M5K6_53JD4HT_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S3M5K6_53JD4HT_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S3M5K6_53JD4HT_2.webp"" width=""100%"" />""",taxable,1,0,0,1,15000,,Beauty > Cleansing/Peeling > Scrub/Peeling > Powder/Scrub,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S3M5K6_53JD4HT_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S3M5K6_53JD4HT_6.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,5g,1,0
,6042651526 - 11052273697,simple,SKU_2RXMZRA_52S8KYP,GIelli C6 Serum Pad 70p,-1,0,visible,"Skin type: all skin
Container type: jar type","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2RXMZRA_52S8KYP_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RXMZRA_52S8KYP_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RXMZRA_52S8KYP_7.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RXMZRA_52S8KYP_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RXMZRA_52S8KYP_8.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RXMZRA_52S8KYP_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RXMZRA_52S8KYP_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RXMZRA_52S8KYP_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RXMZRA_52S8KYP_6.webp"" width=""100%"" />""",taxable,1,0,0,1,10500,,Beauty > Cleansing/Peeling > Scrub/Peeling > Peeling Pad,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2RXMZRA_52S8KYP_10.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2RXMZRA_52S8KYP_9.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,150ml,1,0
,6041422212 - 11046121108,simple,SKU_2RWWN7O_52OKPLG,Arum Hop Beauty Corn Cleansing & Peeling Dry Pad 60p,-1,0,visible,"Container type: jar type
Skin type: all skin","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RWWN7O_52OKPLG_1.webp"" width=""100%"" />""",taxable,1,0,0,1,35000,,Beauty > Cleansing/Peeling > Scrub/Peeling > Peeling Pad,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2RWWN7O_52OKPLG_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2RWWN7O_52OKPLG_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,100g,1,0
,6036940571 - 11025049376,simple,SKU_2RU8L5N_52C12JK,Ice Brightening Peeling Gel,-1,0,visible,"Skin type: all skin
Container Type: Tubular","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RU8L5N_52C12JK_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RU8L5N_52C12JK_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RU8L5N_52C12JK_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RU8L5N_52C12JK_4.webp"" width=""100%"" />""",taxable,1,0,0,1,13300,,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2RU8L5N_52C12JK_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2RU8L5N_52C12JK_5.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,120ml,1,0
Jumiso,6035944453 - 11020153736,simple,SKU_2RTN8JP_529451K,Jumiso All Day Vitamin Nourishing & Recharging Wash Off Mask,-1,0,visible,"Skin type: all skin
Container type: jar type","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RTN8JP_529451K_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RTN8JP_529451K_1.webp"" width=""100%"" />""",taxable,1,0,0,1,15600,,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2RTN8JP_529451K_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2RTN8JP_529451K_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,100ml,1,0
,6009809947 - 10901078783,simple,SKU_2RE3317_50A7Y7Z,3W Clinic Seodamhan Blueberry Peeling Gel,-1,0,visible,"Skin type: all skin
Container Type: Tubular","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RE3317_50A7Y7Z_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RE3317_50A7Y7Z_1.webp"" width=""100%"" />""",taxable,1,0,0,1,4500,,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2RE3317_50A7Y7Z_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,180ml,1,0
,6009809948 - 10901078787,simple,SKU_2RE3318_50A7Y83,3W Clinic Seodamhan Avocado Peeling Gel,-1,0,visible,"Skin type: all skin
Container Type: Tubular","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RE3318_50A7Y83_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RE3318_50A7Y83_2.webp"" width=""100%"" />""",taxable,1,0,0,1,5230,,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2RE3318_50A7Y83_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,180ml,1,0
,6009809835 - 10901078437,simple,SKU_2RE32Y3_50A7XYD,3W Clinic Seodamhan Apple Peeling Gel,-1,0,visible,"Skin type: all skin
Container Type: Tubular","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RE32Y3_50A7XYD_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RE32Y3_50A7XYD_2.webp"" width=""100%"" />""",taxable,1,0,0,1,4500,,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2RE32Y3_50A7XYD_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,180ml,1,0
,6052912128 - 11098951651,simple,SKU_2S3QWW0_53K11WJ,3WCLINIC Collagen Crystal Peeling Gel,-1,0,visible,"Skin type: all skin
Container Type: Tubular","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S3QWW0_53K11WJ_1.webp"" width=""100%"" />""",taxable,1,0,0,1,2700,,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S3QWW0_53K11WJ_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S3QWW0_53K11WJ_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,180ml,1,0
Skin Food,2010965 - 9015050,simple,SKU_173O5_5D822,SKINFOOD Pineapple Peeling Gel,-1,0,visible,"Skin type: all skin
Import Type: Domestic Manufacturing","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_173O5_5D822_1.webp"" width=""100%"" />""",taxable,1,0,0,1,7900,6030,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_173O5_5D822_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_173O5_5D822_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,One,1,0
,5977129096 - 10752736478,simple,SKU_2QUMMBS_4XTWGKE,Elislab Soft Touch Aloe Peeling Gel,-1,0,visible,"Skin type: all skin
Container Type: Tubular","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2QUMMBS_4XTWGKE_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2QUMMBS_4XTWGKE_1.webp"" width=""100%"" />""",taxable,1,0,0,1,9500,,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2QUMMBS_4XTWGKE_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,70g,1,0
,5970540938 - 10724003732,simple,SKU_2QQPEVE_4XCSM8K,Addol Pure Snail Peeling Gel,-1,0,visible,"Container Type: Tubular
Skin type: all skin","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2QQPEVE_4XCSM8K_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2QQPEVE_4XCSM8K_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2QQPEVE_4XCSM8K_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2QQPEVE_4XCSM8K_4.webp"" width=""100%"" />""",taxable,1,0,0,1,40000,40000,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2QQPEVE_4XCSM8K_5.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,150ml,1,0
,5959997036 - 10676762780,simple,SKU_2QKFF58_4WKO2VW,Shank Monde Phyto Peeling Toner 500ml x 3p + Press Cap Container 50ml x 3p,-1,0,visible,"Container Type: Tubular
Skin type: all skin","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2QKFF58_4WKO2VW_1.webp"" width=""100%"" />""",taxable,1,0,0,1,426320,,Beauty > Cleansing/Peeling > Scrub/Peeling > Peeling Toner/Cotton Swabs,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2QKFF58_4WKO2VW_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2QKFF58_4WKO2VW_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,500ml,1,0
,5952961059 - 10648376493,simple,SKU_2QG8M5F_4W3RNVX,Kate Somerville Exfoliate Intensive Exfoliating Treatment Peeling Gel,-1,0,visible,"Skin type: all skin
Container Type: Tubular","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2QG8M5F_4W3RNVX_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2QG8M5F_4W3RNVX_2.webp"" width=""100%"" />""",taxable,1,0,0,1,87360,,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2QG8M5F_4W3RNVX_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,60ml,1,0
,5937950160 - 10572921714,simple,SKU_2Q7AVO0_4UUUELU,Bonnie Hill Black & Sugar Face Scrub,-1,0,visible,"Container Type: Tubular
Skin type: all skin","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Q7AVO0_4UUUELU_1.webp"" width=""100%"" />""",taxable,1,0,0,1,15000,,Beauty > Cleansing/Peeling > Scrub/Peeling > Powder/Scrub,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2Q7AVO0_4UUUELU_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,150g,1,0
,5932512103 - 10546118936,simple,SKU_2Q42BMV_4UEVXG8,Papaya Exfoliating Peeling Gel,-1,0,visible,"Skin type: all skin
Container Type: Tubular","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Q42BMV_4UEVXG8_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Q42BMV_4UEVXG8_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Q42BMV_4UEVXG8_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Q42BMV_4UEVXG8_4.webp"" width=""100%"" />""",taxable,1,0,0,1,5500,,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2Q42BMV_4UEVXG8_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2Q42BMV_4UEVXG8_8.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2Q42BMV_4UEVXG8_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2Q42BMV_4UEVXG8_5.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,100g,1,0
,5931428603 - 10540536640,simple,SKU_2Q3F3LN_4UBKA4G,Kedma Gold Facial Peel Peeling Gel,-1,0,visible,Skin type: all skin,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Q3F3LN_4UBKA4G_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Q3F3LN_4UBKA4G_1.webp"" width=""100%"" />""",taxable,1,0,0,1,227000,,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2Q3F3LN_4UBKA4G_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,30g,1,0
,5913043987 - 10457228327,simple,SKU_2PSH1XV_4SXYP0N,Nutristorm 23 Second Total Quick Care Pack Pad,-1,0,visible,"Area used: face
Skin concerns: soothing/moisturizing
Skin type: all skin
Total Quantity: 10","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2PSH1XV_4SXYP0N_26.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_18.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_13.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_19.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_7.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_25.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_24.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_14.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_11.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_23.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_8.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_12.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_16.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_9.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_20.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_21.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_22.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_15.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSH1XV_4SXYP0N_17.webp"" width=""100%"" />""",taxable,1,0,0,1,18000,,Beauty > Cleansing/Peeling > Scrub/Peeling > Peeling Pad,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2PSH1XV_4SXYP0N_26.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,8ml,1,0
Farm Stay,5885107825 - 10332720680,simple,SKU_2PBUA9D_4QVU2AW,Farmstay Baking Powder Collagen Pore Scrub,-1,0,visible,Skin type: all skin,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PBUA9D_4QVU2AW_1.jpg"" width=""100%"" />""",taxable,1,0,0,1,11000,,Beauty > Cleansing/Peeling > Scrub/Peeling > Powder/Scrub,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2PBUA9D_4QVU2AW_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2PBUA9D_4QVU2AW_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,pilgrimage,1,0
,5883495198 - 10325609312,simple,SKU_2PAVPY6_4QRLN4W,Crazy Skin Pore Tight Egg Toning Pad,-1,0,visible,"Skin type: all skin
Container type: jar type
Skin Concerns: Pores","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2PAVPY6_4QRLN4W_12.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2PAVPY6_4QRLN4W_11.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PAVPY6_4QRLN4W_8.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PAVPY6_4QRLN4W_7.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PAVPY6_4QRLN4W_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PAVPY6_4QRLN4W_9.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PAVPY6_4QRLN4W_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PAVPY6_4QRLN4W_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PAVPY6_4QRLN4W_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PAVPY6_4QRLN4W_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PAVPY6_4QRLN4W_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PAVPY6_4QRLN4W_2.webp"" width=""100%"" />""",taxable,1,0,0,1,10420,,Beauty > Cleansing/Peeling > Scrub/Peeling > Peeling Pad,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2PAVPY6_4QRLN4W_12.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2PAVPY6_4QRLN4W_11.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,135ml,1,0
