Brand,Copang_number,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Sale price,Regular price,Categories,Images,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
Pretty,7030252975 - 17347504192,"simple","SKU_389MPWV_7YW97WG","Pretty Real Aloe Moist Serum","-1","0","visible","Skin type: all skin
Container type: pump type
Skin concerns: soothing/moisturizing","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_389MPWV_7YW97WG_1.webp" alt="SKU_389MPWV_7YW97WG_1.webp" width="100%" />","taxable",1,0,0,1,"0","8900","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_389MPWV_7YW97WG_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_389MPWV_7YW97WG_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_389MPWV_7YW97WG_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","30g",1,0
,6163302391 - 11976201095,"simple","SKU_2TXGYK7_5I2BJWN","Charmzone Top News GE Peptite Activating Ampoule","-1","0","visible","Skin type: all skin
Skin concerns: soothing/moisturizing
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TXGYK7_5I2BJWN_1.webp" alt="SKU_2TXGYK7_5I2BJWN_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TXGYK7_5I2BJWN_2.webp" alt="SKU_2TXGYK7_5I2BJWN_2.webp" width="100%" />","taxable",1,0,0,1,"34000","6900","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TXGYK7_5I2BJWN_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","50nl",1,0
,6887840637 - 16526512029,"simple","SKU_35WUBUL_7LBGIAL","Migabi Hyaluronic Acid 1% Solution Ampoule","-1","0","visible","Skin type: all skin
Skin concerns: soothing/moisturizing
Fragrance: Unscented
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_35WUBUL_7LBGIAL_1.webp" alt="SKU_35WUBUL_7LBGIAL_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_35WUBUL_7LBGIAL_2.webp" alt="SKU_35WUBUL_7LBGIAL_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_35WUBUL_7LBGIAL_3.webp" alt="SKU_35WUBUL_7LBGIAL_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_35WUBUL_7LBGIAL_4.webp" alt="SKU_35WUBUL_7LBGIAL_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_35WUBUL_7LBGIAL_5.webp" alt="SKU_35WUBUL_7LBGIAL_5.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_35WUBUL_7LBGIAL_6.webp" alt="SKU_35WUBUL_7LBGIAL_6.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_35WUBUL_7LBGIAL_7.webp" alt="SKU_35WUBUL_7LBGIAL_7.webp" width="100%" />","taxable",1,0,0,1,"0","5780","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_35WUBUL_7LBGIAL_8.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_35WUBUL_7LBGIAL_9.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_35WUBUL_7LBGIAL_10.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_35WUBUL_7LBGIAL_11.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_35WUBUL_7LBGIAL_12.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_35WUBUL_7LBGIAL_13.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","30ml",1,0
Orgena,247812346 - 784602213,"simple","SKU_43JH8A_CZ4QXX","Orjena Vitamin C Bright Intensive Serum","-1","0","visible","Skin concerns: soothing/moisturizing
Skin type: sensitive/problematic
Container type: pump type
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_43JH8A_CZ4QXX_1.webp" alt="SKU_43JH8A_CZ4QXX_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_43JH8A_CZ4QXX_2.jpg" alt="SKU_43JH8A_CZ4QXX_2.jpg" width="100%" />","taxable",1,0,0,1,"11000","7900","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_43JH8A_CZ4QXX_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_43JH8A_CZ4QXX_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_43JH8A_CZ4QXX_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_43JH8A_CZ4QXX_6.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","50ml",1,0
,5614098191 - 9079653222,"simple","SKU_2KUHLVZ_465SH9I","ILFU Jeju Cica Ampoule","-1","0","visible","Container type: dropper type","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2KUHLVZ_465SH9I_1.webp" alt="SKU_2KUHLVZ_465SH9I_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2KUHLVZ_465SH9I_2.webp" alt="SKU_2KUHLVZ_465SH9I_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2KUHLVZ_465SH9I_3.webp" alt="SKU_2KUHLVZ_465SH9I_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2KUHLVZ_465SH9I_4.webp" alt="SKU_2KUHLVZ_465SH9I_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2KUHLVZ_465SH9I_5.webp" alt="SKU_2KUHLVZ_465SH9I_5.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2KUHLVZ_465SH9I_6.webp" alt="SKU_2KUHLVZ_465SH9I_6.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2KUHLVZ_465SH9I_7.webp" alt="SKU_2KUHLVZ_465SH9I_7.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2KUHLVZ_465SH9I_8.webp" alt="SKU_2KUHLVZ_465SH9I_8.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2KUHLVZ_465SH9I_9.webp" alt="SKU_2KUHLVZ_465SH9I_9.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2KUHLVZ_465SH9I_10.webp" alt="SKU_2KUHLVZ_465SH9I_10.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2KUHLVZ_465SH9I_11.webp" alt="SKU_2KUHLVZ_465SH9I_11.webp" width="100%" />","taxable",1,0,0,1,"0","20000","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2KUHLVZ_465SH9I_12.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","30ml",1,0
So Natural,1706793869 - 2904854870,"simple","SKU_S86IKT_1C1H4D2","So Natural Radiant Collagen Thread Ampoule","-1","0","visible","Skin Concerns: Elasticity
Skin type: all skin
Area used: face
Container type: dropper type","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_S86IKT_1C1H4D2_1.webp" alt="SKU_S86IKT_1C1H4D2_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_S86IKT_1C1H4D2_2.webp" alt="SKU_S86IKT_1C1H4D2_2.webp" width="100%" />","taxable",1,0,0,1,"34000","30300","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_S86IKT_1C1H4D2_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_S86IKT_1C1H4D2_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_S86IKT_1C1H4D2_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_S86IKT_1C1H4D2_6.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","30ml",1,0
,6211307768 - 12382214439,"simple","SKU_2UQ1VQW_5OS1TT3","9 Wishes Mega Vitamin Ampoule Serum","-1","0","visible","Skin type: all skin
Skin concerns: supply of nutrients
Area used: face
Container type: dropper type","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2UQ1VQW_5OS1TT3_1.webp" alt="SKU_2UQ1VQW_5OS1TT3_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2UQ1VQW_5OS1TT3_2.webp" alt="SKU_2UQ1VQW_5OS1TT3_2.webp" width="100%" />","taxable",1,0,0,1,"19500","9810","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2UQ1VQW_5OS1TT3_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2UQ1VQW_5OS1TT3_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","25ml",1,0
,1820202182 - 3097433581,"simple","SKU_U3P8ZQ_1F84R1P","Migabi centella extract undiluted ampoule","-1","0","visible","Area used: face
Skin Concerns: Elasticity
Skin type: all skin
Container type: dropper type","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_U3P8ZQ_1F84R1P_1.webp" alt="SKU_U3P8ZQ_1F84R1P_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_U3P8ZQ_1F84R1P_2.webp" alt="SKU_U3P8ZQ_1F84R1P_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_U3P8ZQ_1F84R1P_3.webp" alt="SKU_U3P8ZQ_1F84R1P_3.webp" width="100%" />","taxable",1,0,0,1,"0","5840","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_U3P8ZQ_1F84R1P_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","30ml",1,0
,7136346061 - 17907156760,"simple","SKU_3A0SNV1_885GIL4","Macklin Cosmetics Premium Peptide Volume Essence","-1","0","visible","Skin type: all skin
Skin concerns: soothing/moisturizing
Area used: face
Container type: pump type","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3A0SNV1_885GIL4_1.jpg" alt="SKU_3A0SNV1_885GIL4_1.jpg" width="100%" />","taxable",1,0,0,1,"0","41900","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3A0SNV1_885GIL4_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","100ml",1,0
,6807202890 - 16092213385,"simple","SKU_34KTZD6_7E4VZBD","Estepro (Guestemax) 566 Tea Tree Serum 100ml","-1","0","visible","","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_34KTZD6_7E4VZBD_1.webp" alt="SKU_34KTZD6_7E4VZBD_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_34KTZD6_7E4VZBD_2.webp" alt="SKU_34KTZD6_7E4VZBD_2.webp" width="100%" />","taxable",1,0,0,1,"80000","19900","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_34KTZD6_7E4VZBD_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","content reference",1,0
Skin Food,5756717424 - 9737450963,"simple","SKU_2N7EFLC_4H1FD8Z","SKINFOOD Tomato Brightening Vitality Essence","-1","0","visible","Skin type: all skin
Skin concerns: soothing/moisturizing
Area used: face
Container type: pump type","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2N7EFLC_4H1FD8Z_1.webp" alt="SKU_2N7EFLC_4H1FD8Z_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2N7EFLC_4H1FD8Z_2.webp" alt="SKU_2N7EFLC_4H1FD8Z_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2N7EFLC_4H1FD8Z_3.webp" alt="SKU_2N7EFLC_4H1FD8Z_3.webp" width="100%" />","taxable",1,0,0,1,"0","12820","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2N7EFLC_4H1FD8Z_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","45ml",1,0
,327980642 - 1049125346,"simple","SKU_5F9RHE_HCMEAQ","BELLE Placenta Australian Placenta Serum","-1","0","visible","Container type: pump type","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5F9RHE_HCMEAQ_1.webp" alt="SKU_5F9RHE_HCMEAQ_1.webp" width="100%" />","taxable",1,0,0,1,"13000","12000","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_5F9RHE_HCMEAQ_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","50ml",1,0
,6856625427 - 16353581466,"simple","SKU_35E9A1F_7IGI07U","Sstepro Vitamin C Serum 561","-1","0","visible","Skin type: all skin
Skin trouble: brightening
Fragrance: Frankincense
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_35E9A1F_7IGI07U_1.webp" alt="SKU_35E9A1F_7IGI07U_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_35E9A1F_7IGI07U_2.webp" alt="SKU_35E9A1F_7IGI07U_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_35E9A1F_7IGI07U_3.webp" alt="SKU_35E9A1F_7IGI07U_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_35E9A1F_7IGI07U_4.webp" alt="SKU_35E9A1F_7IGI07U_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_35E9A1F_7IGI07U_5.webp" alt="SKU_35E9A1F_7IGI07U_5.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_35E9A1F_7IGI07U_6.webp" alt="SKU_35E9A1F_7IGI07U_6.webp" width="100%" />","taxable",1,0,0,1,"80000","22000","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_35E9A1F_7IGI07U_7.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","content reference",1,0
Skin Food,6078262135 - 11254038263,"simple","SKU_2SIU92V_564D3HZ","SKINFOOD Gold Caviar EX Serum","-1","0","visible","Skin type: all skin
Area used: face
Skin Concerns: Elasticity
Container type: pump type","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2SIU92V_564D3HZ_1.webp" alt="SKU_2SIU92V_564D3HZ_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2SIU92V_564D3HZ_2.webp" alt="SKU_2SIU92V_564D3HZ_2.webp" width="100%" />","taxable",1,0,0,1,"18210","17950","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2SIU92V_564D3HZ_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2SIU92V_564D3HZ_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","50ml",1,0
Leshatra 1802,24196123 - 94195326,"simple","SKU_EELUJ_1K2XKU","Leshatra 1802 Revital Toning Essence","-1","0","visible","Skin type: Combination
Skin concerns: soothing/moisturizing
Area used: face
Container type: cap container type","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_EELUJ_1K2XKU_1.jpg" alt="SKU_EELUJ_1K2XKU_1.jpg" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_EELUJ_1K2XKU_2.webp" alt="SKU_EELUJ_1K2XKU_2.webp" width="100%" />","taxable",1,0,0,1,"19800","17630","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_EELUJ_1K2XKU_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","500ml",1,0
,4987135998 - 6647917597,"simple","SKU_2AH7MRI_31XZY1P","Simlio Natural Glow Serum","-1","0","visible","Skin type: all skin
Skin concerns: soothing/moisturizing
Container type: pump type","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2AH7MRI_31XZY1P_1.webp" alt="SKU_2AH7MRI_31XZY1P_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2AH7MRI_31XZY1P_2.webp" alt="SKU_2AH7MRI_31XZY1P_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2AH7MRI_31XZY1P_3.webp" alt="SKU_2AH7MRI_31XZY1P_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2AH7MRI_31XZY1P_4.webp" alt="SKU_2AH7MRI_31XZY1P_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2AH7MRI_31XZY1P_5.webp" alt="SKU_2AH7MRI_31XZY1P_5.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2AH7MRI_31XZY1P_6.webp" alt="SKU_2AH7MRI_31XZY1P_6.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2AH7MRI_31XZY1P_7.webp" alt="SKU_2AH7MRI_31XZY1P_7.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2AH7MRI_31XZY1P_8.webp" alt="SKU_2AH7MRI_31XZY1P_8.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2AH7MRI_31XZY1P_9.webp" alt="SKU_2AH7MRI_31XZY1P_9.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2AH7MRI_31XZY1P_10.webp" alt="SKU_2AH7MRI_31XZY1P_10.webp" width="100%" />","taxable",1,0,0,1,"18200","16330","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2AH7MRI_31XZY1P_11.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2AH7MRI_31XZY1P_12.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","30ml",1,0
The Saem,6899636855 - 16590204749,"simple","SKU_363V5VB_7MDDNWT","The Saem Earth Airy Tone Up Sun Serum","-1","0","visible","Skin type: all skin
Container type: tube type
Skin trouble: brightening","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_363V5VB_7MDDNWT_1.webp" alt="SKU_363V5VB_7MDDNWT_1.webp" width="100%" />","taxable",1,0,0,1,"0","9950","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_363V5VB_7MDDNWT_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","churning",1,0
Charm Zone,7151199578 - 17979069600,"simple","SKU_3A9N0WQ_89C9UW0","Charm Zone Intensive Gold Ampoule","-1","0","visible","Skin type: all skin
Skin Concerns: Moisture
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3A9N0WQ_89C9UW0_1.webp" alt="SKU_3A9N0WQ_89C9UW0_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3A9N0WQ_89C9UW0_2.jpg" alt="SKU_3A9N0WQ_89C9UW0_2.jpg" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3A9N0WQ_89C9UW0_3.webp" alt="SKU_3A9N0WQ_89C9UW0_3.webp" width="100%" />","taxable",1,0,0,1,"29000","5940","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3A9N0WQ_89C9UW0_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","30ml",1,0
,5632985519 - 9167696904,"simple","SKU_2L5QFFZ_47M7K7C","CQ Mong Ampoule Serum Essence","-1","0","visible","Skin concerns: wrinkle improvement, nutrition supply, elasticity, brightening, anti-aging
Fragrance: Natural herbal scent (natural scent)","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2L5QFFZ_47M7K7C_1.webp" alt="SKU_2L5QFFZ_47M7K7C_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2L5QFFZ_47M7K7C_2.webp" alt="SKU_2L5QFFZ_47M7K7C_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2L5QFFZ_47M7K7C_3.webp" alt="SKU_2L5QFFZ_47M7K7C_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2L5QFFZ_47M7K7C_4.webp" alt="SKU_2L5QFFZ_47M7K7C_4.webp" width="100%" />","taxable",1,0,0,1,"52000","27950","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2L5QFFZ_47M7K7C_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2L5QFFZ_47M7K7C_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2L5QFFZ_47M7K7C_7.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","50ml",1,0
Dalba,7079647616 - 17607306335,"simple","SKU_3931F28_836XOIN","Dalba White Truffle Prime Intensive Serum 100ml x 2p + 50ml x 2p + Cleanser 3ml x 5p Set","-1","0","visible","Skin type: all skin
Area used: face
Skin concerns: supply of nutrients","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3931F28_836XOIN_1.jpg" alt="SKU_3931F28_836XOIN_1.jpg" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3931F28_836XOIN_2.webp" alt="SKU_3931F28_836XOIN_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3931F28_836XOIN_3.webp" alt="SKU_3931F28_836XOIN_3.webp" width="100%" />","taxable",1,0,0,1,"0","69900","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3931F28_836XOIN_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","content reference",1,0
Paul Madison,5360060761 - 7905732734,"simple","SKU_2GN8PCP_3MQVAF2","Paul Medison Deep Red Centella Asiatica Spot Care Gel","-1","0","visible","Skin type: all skin
Functional cosmetics certification: functional certification
Components: This product 2p
Skin concerns: Weak acidity","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2GN8PCP_3MQVAF2_1.webp" alt="SKU_2GN8PCP_3MQVAF2_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2GN8PCP_3MQVAF2_2.webp" alt="SKU_2GN8PCP_3MQVAF2_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2GN8PCP_3MQVAF2_3.webp" alt="SKU_2GN8PCP_3MQVAF2_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2GN8PCP_3MQVAF2_4.webp" alt="SKU_2GN8PCP_3MQVAF2_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2GN8PCP_3MQVAF2_5.webp" alt="SKU_2GN8PCP_3MQVAF2_5.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2GN8PCP_3MQVAF2_6.webp" alt="SKU_2GN8PCP_3MQVAF2_6.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2GN8PCP_3MQVAF2_7.webp" alt="SKU_2GN8PCP_3MQVAF2_7.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2GN8PCP_3MQVAF2_8.webp" alt="SKU_2GN8PCP_3MQVAF2_8.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2GN8PCP_3MQVAF2_9.webp" alt="SKU_2GN8PCP_3MQVAF2_9.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2GN8PCP_3MQVAF2_10.webp" alt="SKU_2GN8PCP_3MQVAF2_10.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2GN8PCP_3MQVAF2_11.webp" alt="SKU_2GN8PCP_3MQVAF2_11.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2GN8PCP_3MQVAF2_12.webp" alt="SKU_2GN8PCP_3MQVAF2_12.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2GN8PCP_3MQVAF2_13.webp" alt="SKU_2GN8PCP_3MQVAF2_13.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2GN8PCP_3MQVAF2_14.webp" alt="SKU_2GN8PCP_3MQVAF2_14.webp" width="100%" />","taxable",1,0,0,1,"12580","10900","Beauty > Skin Care > Essence/Serum/Ampoule","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2GN8PCP_3MQVAF2_15.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2GN8PCP_3MQVAF2_16.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2GN8PCP_3MQVAF2_17.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2GN8PCP_3MQVAF2_18.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2GN8PCP_3MQVAF2_19.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2GN8PCP_3MQVAF2_20.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","25ml",1,0
