Brand,Copang_number,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Sale price,Regular price,Categories,Images,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,104142870 - 315971891,"simple","SKU_1Q055I_584DGZ","Bad Skin Hyaluronic Spa Toner","-1","0","visible","Skin concerns: soothing/moisturizing
Target use: Unisex
Skin type: Combination","","taxable",1,0,0,1,"17300","16800","Beauty > Skin Care > Skin","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1Q055I_584DGZ_10.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","500ml",1,0
Olioli,6056798895 - 11121604861,"simple","SKU_2S627XR_53XIL8D","Olioli pH5.5 Balanced Cica Bubble Toner","-1","0","visible","Skin type: all skin
Skin concerns: Weak acidity
Area used: face
Target use: Unisex","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S627XR_53XIL8D_1.jpg" alt="SKU_2S627XR_53XIL8D_1.jpg" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S627XR_53XIL8D_2.webp" alt="SKU_2S627XR_53XIL8D_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S627XR_53XIL8D_3.webp" alt="SKU_2S627XR_53XIL8D_3.webp" width="100%" />","taxable",1,0,0,1,"38000","20000","Beauty > Skin Care > Skin","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S627XR_53XIL8D_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","200ml",1,0
,6642897852 - 15193152937,"simple","SKU_31V0CSC_6Z9LZU1","I'm From Fair Soothing Pad 125ml","-1","0","visible","Total Quantity: 60
Capacity per piece: 125ml
Skin type: all skin
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31V0CSC_6Z9LZU1_1.jpg" alt="SKU_31V0CSC_6Z9LZU1_1.jpg" width="100%" />","taxable",1,0,0,1,"18000","14790","Beauty > Skin Care > Mask/Pack > Toner Pad","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31V0CSC_6Z9LZU1_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","125ml",1,0
,6642942101 - 15193342754,"simple","SKU_31V1AXH_6Z9Q2AQ","I'm from Beat Refresh Pad","-1","0","visible","Total Quantity: 60
Skin type: all skin
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31V1AXH_6Z9Q2AQ_1.jpg" alt="SKU_31V1AXH_6Z9Q2AQ_1.jpg" width="100%" />","taxable",1,0,0,1,"19200","14790","Beauty > Skin Care > Mask/Pack > Toner Pad","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31V1AXH_6Z9Q2AQ_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","60 sheets",1,0
,6945108671 - 16854434880,"simple","SKU_36UXS5B_7QQP16O","Pation High Cica Biome Calming Condition Pad 165ml","-1","0","visible","Capacity per piece: 165ml
Target use: Unisex
Area used: face
Skin type: all skin","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36UXS5B_7QQP16O_1.jpg" alt="SKU_36UXS5B_7QQP16O_1.jpg" width="100%" />","taxable",1,0,0,1,"24000","17900","Beauty > Skin Care > Mask/Pack > Toner Pad","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36UXS5B_7QQP16O_2.webp,",0,"KeySpecifications","content reference",1,0,"Capacity","content reference",1,0
R&W,6624854710 - 15077555495,"simple","SKU_31K9MLY_6XCSC9Z","R&W Azulene Soothing Hoseongcho Cica Large Capacity Soothing Moisturizing Skin Toner","-1","0","visible","Skin type: all skin
Skin concerns: soothing/moisturizing","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31K9MLY_6XCSC9Z_1.jpg" alt="SKU_31K9MLY_6XCSC9Z_1.jpg" width="100%" />","taxable",1,0,0,1,"32000","14900","Beauty > Skin Care > Skin","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31K9MLY_6XCSC9Z_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","500ml",1,0
Laneige,7184263215 - 18124818635,"simple","SKU_3ATBOZ3_8BR1RKB","Laneige Cream Skin","-1","0","visible","Skin type: all skin
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3ATBOZ3_8BR1RKB_1.jpg" alt="SKU_3ATBOZ3_8BR1RKB_1.jpg" width="100%" />","taxable",1,0,0,1,"33000","21820","Beauty > Skin Care > Skin","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3ATBOZ3_8BR1RKB_2.webp,",0,"KeySpecifications","content reference",1,0,"Capacity","170ml",1,0
Necipic,6518690172 - 14432489200,"simple","SKU_2ZT25J0_6MOQBXS","Nessific Real Floral Toner Calendula","-1","0","visible","Target use: Unisex
Skin type: all skin
Skin concerns: soothing/moisturizing
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZT25J0_6MOQBXS_1.webp" alt="SKU_2ZT25J0_6MOQBXS_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZT25J0_6MOQBXS_2.webp" alt="SKU_2ZT25J0_6MOQBXS_2.webp" width="100%" />","taxable",1,0,0,1,"24000","15860","Beauty > Skin Care > Skin","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZT25J0_6MOQBXS_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","180ml",1,0
,6758719041 - 15832703527,"simple","SKU_33RYSZL_79UDS87","I'm from Rice Toner","-1","0","visible","Skin concerns: soothing/moisturizing
Target use: Unisex
Skin type: all skin","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_33RYSZL_79UDS87_1.webp" alt="SKU_33RYSZL_79UDS87_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_33RYSZL_79UDS87_2.jpg" alt="SKU_33RYSZL_79UDS87_2.jpg" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_33RYSZL_79UDS87_3.webp" alt="SKU_33RYSZL_79UDS87_3.webp" width="100%" />","taxable",1,0,0,1,"23430","19720","Beauty > Skin Care > Skin","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33RYSZL_79UDS87_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","150ml",1,0
Paula'S Choice,6615148913 - 15016749514,"simple","SKU_31EHLKH_6WCL22Y","Paula's Choice Skin Perfecting BHA Liquid Exfoliant Exfoliant 118ml RR 3130 + Cotton Cotton Pad 50p Set","-1","0","visible","Target use: Unisex
Whether it is a planning set: Mixed set
Fragrance: Unscented
Skin trouble: dead skin care","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31EHLKH_6WCL22Y_1.webp" alt="SKU_31EHLKH_6WCL22Y_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31EHLKH_6WCL22Y_2.webp" alt="SKU_31EHLKH_6WCL22Y_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31EHLKH_6WCL22Y_3.webp" alt="SKU_31EHLKH_6WCL22Y_3.webp" width="100%" />","taxable",1,0,0,1,"32000","26350","Beauty > Clean/Vegan Beauty > Skin Care","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31EHLKH_6WCL22Y_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31EHLKH_6WCL22Y_5.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","118ml",1,0
,6132720147 - 12409331700,"simple","SKU_2TF9H5F_5P871MC","J Mela in France Blooming Peony Toner Pad 70p","-1","0","visible","Area used: face
Skin concerns: soothing/moisturizing
Skin type: all skin
Capacity per piece: 150ml","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TF9H5F_5P871MC_1.jpg" alt="SKU_2TF9H5F_5P871MC_1.jpg" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TF9H5F_5P871MC_2.webp" alt="SKU_2TF9H5F_5P871MC_2.webp" width="100%" />","taxable",1,0,0,1,"0","14800","Beauty > Skin Care > Mask/Pack > Toner Pad","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TF9H5F_5P871MC_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TF9H5F_5P871MC_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","150ml",1,0
Charm Zone,6532490479 - 14676035490,"simple","SKU_3019XWV_6QPQDGI","Charmzone Ginkgo Shield 5 Calming Solution Pad","-1","0","visible","Total Quantity: 180
Capacity per piece: 180ml
Mask Pack Ingredients: Other","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3019XWV_6QPQDGI_1.jpg" alt="SKU_3019XWV_6QPQDGI_1.jpg" width="100%" />","taxable",1,0,0,1,"20590","19600","Beauty > Skin Care > Mask/Pack > Toner Pad","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3019XWV_6QPQDGI_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","180ml",1,0
La Roche Posay,6954011529 - 16906152988,"simple","SKU_3708LMX_7RLHJ4S","La Roche Posay Cicaplast Essence Toner B5 200ml + 40 cotton cotton pads set","-1","0","visible","","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3708LMX_7RLHJ4S_1.webp" alt="SKU_3708LMX_7RLHJ4S_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3708LMX_7RLHJ4S_2.webp" alt="SKU_3708LMX_7RLHJ4S_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3708LMX_7RLHJ4S_3.webp" alt="SKU_3708LMX_7RLHJ4S_3.webp" width="100%" />","taxable",1,0,0,1,"0","32000","Beauty > Skin Care > Skin","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3708LMX_7RLHJ4S_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","[Toner] 200ml [Cotton] 40 sheets",1,0
Tien,253033725 - 796555225,"simple","SKU_46NE2L_D68XY1","TN AC Control Clearing Toner","-1","0","visible","Skin type: all skin
Skin concerns: soothing/moisturizing
Area used: face
Target use: Unisex","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_46NE2L_D68XY1_1.webp" alt="SKU_46NE2L_D68XY1_1.webp" width="100%" />","taxable",1,0,0,1,"18500","16200","Beauty > Skin Care > Skin","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_46NE2L_D68XY1_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","230 ml",1,0
,6750228566 - 15785410985,"simple","SKU_33MWTP2_792852H","Mild Lab Blue Centella Daily Toner Pad","-1","0","visible","Area used: face
Skin concerns: soothing/moisturizing
Skin type: all skin
Total Quantity: 70","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_33MWTP2_792852H_1.jpg" alt="SKU_33MWTP2_792852H_1.jpg" width="100%" />","taxable",1,0,0,1,"28000","22400","Beauty > Skin Care > Mask/Pack > Toner Pad","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33MWTP2_792852H_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33MWTP2_792852H_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33MWTP2_792852H_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33MWTP2_792852H_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33MWTP2_792852H_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33MWTP2_792852H_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33MWTP2_792852H_8.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33MWTP2_792852H_9.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33MWTP2_792852H_10.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33MWTP2_792852H_11.webp,",0,"KeySpecifications","content reference",1,0,"Capacity","content reference",1,0
Isoi,6536288859 - 14535888916,"simple","SKU_303JCRF_6OEAJO4","Isoi Moisture Dr. Toner 130ml + Tonic 8ml x 3p","-1","0","visible","Skin type: all skin
Skin concerns: soothing/moisturizing
Target use: Unisex
Fragrance: Frankincense","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_303JCRF_6OEAJO4_1.jpg" alt="SKU_303JCRF_6OEAJO4_1.jpg" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_303JCRF_6OEAJO4_2.webp" alt="SKU_303JCRF_6OEAJO4_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_303JCRF_6OEAJO4_3.webp" alt="SKU_303JCRF_6OEAJO4_3.webp" width="100%" />","taxable",1,0,0,1,"22000","19860","Beauty > Clean/Vegan Beauty > Skin Care","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_303JCRF_6OEAJO4_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_303JCRF_6OEAJO4_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_303JCRF_6OEAJO4_6.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","130ml,8ml",1,0
