Brand,Copang_number,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Sale price,Regular price,Categories,Images,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,4826015579 - 6222009037,"simple","SKU_27TA9GB_2UWF8WD","Bare Minerals Poreless Clay Cleanser","-1","0","visible","Skin Concerns: Pores","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_27TA9GB_2UWF8WD_1.webp" alt="SKU_27TA9GB_2UWF8WD_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_27TA9GB_2UWF8WD_2.webp" alt="SKU_27TA9GB_2UWF8WD_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_27TA9GB_2UWF8WD_3.webp" alt="SKU_27TA9GB_2UWF8WD_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_27TA9GB_2UWF8WD_4.webp" alt="SKU_27TA9GB_2UWF8WD_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_27TA9GB_2UWF8WD_5.webp" alt="SKU_27TA9GB_2UWF8WD_5.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_27TA9GB_2UWF8WD_6.webp" alt="SKU_27TA9GB_2UWF8WD_6.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_27TA9GB_2UWF8WD_7.webp" alt="SKU_27TA9GB_2UWF8WD_7.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_27TA9GB_2UWF8WD_8.webp" alt="SKU_27TA9GB_2UWF8WD_8.webp" width="100%" />","taxable",1,0,0,1,"0","22000","Beauty > Cleansing/Peeling > Cleansing Lotion/Cream","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_27TA9GB_2UWF8WD_9.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_27TA9GB_2UWF8WD_10.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_27TA9GB_2UWF8WD_11.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_27TA9GB_2UWF8WD_12.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_27TA9GB_2UWF8WD_13.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_27TA9GB_2UWF8WD_14.webp,",0,"KeySpecifications","Unknown (seller information not provided)",1,0,"Capacity","120ml",1,0
,6771079445 - 15898739449,"simple","SKU_33ZBQC5_7AXP5VD","Aesop Gentle Facial Cleansing Milk","-1","0","visible","","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_33ZBQC5_7AXP5VD_1.webp" alt="SKU_33ZBQC5_7AXP5VD_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_33ZBQC5_7AXP5VD_2.webp" alt="SKU_33ZBQC5_7AXP5VD_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_33ZBQC5_7AXP5VD_3.webp" alt="SKU_33ZBQC5_7AXP5VD_3.webp" width="100%" />","taxable",1,0,0,1,"39380","35440","Beauty > Cleansing/Peeling > Cleansing Lotion/Cream","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33ZBQC5_7AXP5VD_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33ZBQC5_7AXP5VD_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33ZBQC5_7AXP5VD_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33ZBQC5_7AXP5VD_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33ZBQC5_7AXP5VD_8.webp,",0,"KeySpecifications","Unknown (seller information not provided)",1,0,"Capacity","100ml",1,0
Dermalogica,5888559865 - 10348540716,"simple","SKU_2PDW9VD_4R5954C","Dermalogica Pre Cleanse Balm","-1","0","visible","Skin type: all skin
Total Quantity: 1
Skin concerns: soothing/moisturizing
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PDW9VD_4R5954C_1.webp" alt="SKU_2PDW9VD_4R5954C_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PDW9VD_4R5954C_2.webp" alt="SKU_2PDW9VD_4R5954C_2.webp" width="100%" />","taxable",1,0,0,1,"45750","45750","Beauty > Cleansing/Peeling > Cleansing Lotion/Cream","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2PDW9VD_4R5954C_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2PDW9VD_4R5954C_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","90ml",1,0
Tonimori,6673454571 - 15362478620,"simple","SKU_32D7AI3_722F8D8","TONY MOLY Pro Clean Soft Cleansing Balm","-1","0","visible","Total Quantity: 1
Skin type: all skin","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_32D7AI3_722F8D8_1.webp" alt="SKU_32D7AI3_722F8D8_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_32D7AI3_722F8D8_2.webp" alt="SKU_32D7AI3_722F8D8_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_32D7AI3_722F8D8_3.webp" alt="SKU_32D7AI3_722F8D8_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_32D7AI3_722F8D8_4.webp" alt="SKU_32D7AI3_722F8D8_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_32D7AI3_722F8D8_5.webp" alt="SKU_32D7AI3_722F8D8_5.webp" width="100%" />","taxable",1,0,0,1,"22000","11040","Beauty > Cleansing/Peeling > Cleansing Lotion/Cream","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_32D7AI3_722F8D8_6.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","content reference",1,0
,5613407833 - 9077003261,"simple","SKU_2KU2T7D_4647OJH","Medibless PureMay Wonder Stick Cleanser Fresh","-1","0","visible","Skin type: all skin
Area used: face
Total Quantity: 1
Skin Concerns: Pores","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2KU2T7D_4647OJH_1.webp" alt="SKU_2KU2T7D_4647OJH_1.webp" width="100%" />","taxable",1,0,0,1,"0","29140","Beauty > Cleansing/Peeling > Cleansing Lotion/Cream","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2KU2T7D_4647OJH_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2KU2T7D_4647OJH_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","80g",1,0
,5797211958 - 9931318310,"simple","SKU_2NVIDDI_4K8UM92","La Vien Perfect Balance Moisture Cleansing Milk","-1","0","visible","Skin type: all skin
Area used: face
Total Quantity: 1
Skin concerns: soothing/moisturizing","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2NVIDDI_4K8UM92_1.jpg" alt="SKU_2NVIDDI_4K8UM92_1.jpg" width="100%" />","taxable",1,0,0,1,"49000","49000","Beauty > Cleansing/Peeling > Cleansing Lotion/Cream","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2NVIDDI_4K8UM92_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","150ml",1,0
,6751133613 - 15789230984,"simple","SKU_33NG819_794I0LK","Exviance Hypoallergenic Lotion Type Gentle Cream Cleanser","-1","0","visible","","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_33NG819_794I0LK_1.webp" alt="SKU_33NG819_794I0LK_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_33NG819_794I0LK_2.webp" alt="SKU_33NG819_794I0LK_2.webp" width="100%" />","taxable",1,0,0,1,"49000","38800","Beauty > Cleansing/Peeling > Cleansing Lotion/Cream","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33NG819_794I0LK_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","content reference",1,0
,6062946257 - 11157614269,"simple","SKU_2S9PZ9T_54IYE9P","Eden Mineral Mineral Cleansing Face & Eye Lotion","-1","0","visible","Skin type: all skin
Area used: face
Total Quantity: 1
Skin concerns: soothing/moisturizing","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S9PZ9T_54IYE9P_1.webp" alt="SKU_2S9PZ9T_54IYE9P_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S9PZ9T_54IYE9P_2.webp" alt="SKU_2S9PZ9T_54IYE9P_2.webp" width="100%" />","taxable",1,0,0,1,"27830","25390","Beauty > Cleansing/Peeling > Cleansing Lotion/Cream","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S9PZ9T_54IYE9P_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S9PZ9T_54IYE9P_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","150ml",1,0
,5455831282 - 8338607209,"simple","SKU_2I89ECY_3TWLAI1","Ream Quartet Wash Lotion Original","-1","0","visible","Skin type: sensitive/problematic
Total Quantity: 1
Skin concerns: Weak acidity
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2I89ECY_3TWLAI1_1.webp" alt="SKU_2I89ECY_3TWLAI1_1.webp" width="100%" />","taxable",1,0,0,1,"0","10800","Beauty > Cleansing/Peeling > Cleansing Lotion/Cream","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2I89ECY_3TWLAI1_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","500ml",1,0
,68835344 - 229935788,"simple","SKU_14ZDOW_3SWBL8","Ten Longevity Cheonjihyang Cleansing Cream","-1","0","visible","","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_14ZDOW_3SWBL8_1.webp" alt="SKU_14ZDOW_3SWBL8_1.webp" width="100%" />","taxable",1,0,0,1,"32000","14440","Beauty > Cleansing/Peeling > Cleansing Lotion/Cream","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_14ZDOW_3SWBL8_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_14ZDOW_3SWBL8_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","250ml",1,0
,5871826370 - 10275810815,"simple","SKU_2P3XM82_4PXYADB","PrimalElements Cleansing Body Cream Lavender","-1","0","visible","Skin type: all skin
Total Quantity: 1
Release Year: 2019
Fragrance: Herbal Fragrance","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2P3XM82_4PXYADB_1.webp" alt="SKU_2P3XM82_4PXYADB_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2P3XM82_4PXYADB_2.webp" alt="SKU_2P3XM82_4PXYADB_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2P3XM82_4PXYADB_3.webp" alt="SKU_2P3XM82_4PXYADB_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2P3XM82_4PXYADB_4.webp" alt="SKU_2P3XM82_4PXYADB_4.webp" width="100%" />","taxable",1,0,0,1,"0","27000","Beauty > Cleansing/Peeling > Cleansing Lotion/Cream","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2P3XM82_4PXYADB_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2P3XM82_4PXYADB_6.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","198g",1,0
,6036047952 - 11020625308,"simple","SKU_2RTPGEO_529E8WS","Heritage Store Rose Water Cleanser","-1","0","visible","","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RTPGEO_529E8WS_1.webp" alt="SKU_2RTPGEO_529E8WS_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RTPGEO_529E8WS_2.webp" alt="SKU_2RTPGEO_529E8WS_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2RTPGEO_529E8WS_3.webp" alt="SKU_2RTPGEO_529E8WS_3.webp" width="100%" />","taxable",1,0,0,1,"0","16700","Beauty > Cleansing/Peeling > Cleansing Lotion/Cream","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2RTPGEO_529E8WS_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2RTPGEO_529E8WS_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2RTPGEO_529E8WS_6.webp,",0,"KeySpecifications","Unknown (seller information not provided)",1,0,"Capacity","118ml",1,0
,100476128 - 306819267,"simple","SKU_1NTJVK_52O79F","Cover Mark Removing Cream Waterproof Makeup Remover","-1","0","visible","","","taxable",1,0,0,1,"0","23340","Beauty > Cleansing/Peeling > Cleansing Lotion/Cream","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1NTJVK_52O79F_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1NTJVK_52O79F_8.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1NTJVK_52O79F_9.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1NTJVK_52O79F_10.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1NTJVK_52O79F_11.webp,",0,"KeySpecifications","Unknown (seller information not provided)",1,0,"Capacity","I guess",1,0
,6515699663 - 14412606023,"simple","SKU_2ZRA21B_6MCW5ZB","Point& Mild Soy Cleansing Milk","-1","0","visible","Skin concerns: soothing/moisturizing
Skin type: all skin
Area used: face
Total Quantity: 1","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZRA21B_6MCW5ZB_1.webp" alt="SKU_2ZRA21B_6MCW5ZB_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZRA21B_6MCW5ZB_2.webp" alt="SKU_2ZRA21B_6MCW5ZB_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZRA21B_6MCW5ZB_3.webp" alt="SKU_2ZRA21B_6MCW5ZB_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZRA21B_6MCW5ZB_4.webp" alt="SKU_2ZRA21B_6MCW5ZB_4.webp" width="100%" />","taxable",1,0,0,1,"18900","12820","Beauty > Cleansing/Peeling > Cleansing Lotion/Cream","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZRA21B_6MCW5ZB_5.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","230 ml",1,0
,6125743256 - 11644443822,"simple","SKU_2TB3XQW_5CKSUCU","Revssang Cleansing Lotion","-1","0","visible","Skin type: all skin
Total Quantity: 1
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TB3XQW_5CKSUCU_1.webp" alt="SKU_2TB3XQW_5CKSUCU_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TB3XQW_5CKSUCU_2.webp" alt="SKU_2TB3XQW_5CKSUCU_2.webp" width="100%" />","taxable",1,0,0,1,"0","19500","Beauty > Cleansing/Peeling > Cleansing Lotion/Cream","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TB3XQW_5CKSUCU_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TB3XQW_5CKSUCU_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","300ml",1,0
,111493519 - 335764557,"simple","SKU_1UDOY7_5JWLL9","Diorganic Pharmacy Carat Butter Cleanser","-1","0","visible","","","taxable",1,0,0,1,"0","77000","Beauty > Cleansing/Peeling > Cleansing Lotion/Cream","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1UDOY7_5JWLL9_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1UDOY7_5JWLL9_5.webp,",0,"KeySpecifications","Unknown (seller information not provided)",1,0,"Capacity","I guess",1,0
,2373522655 - 4133603108,"simple","SKU_1394TSV_1WD1GKK","The My Vitamin C Gentle Daily Cleansing Paste Golden Turmeric Ancient Rice","-1","0","visible","","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_1394TSV_1WD1GKK_1.webp" alt="SKU_1394TSV_1WD1GKK_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_1394TSV_1WD1GKK_2.webp" alt="SKU_1394TSV_1WD1GKK_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_1394TSV_1WD1GKK_3.webp" alt="SKU_1394TSV_1WD1GKK_3.webp" width="100%" />","taxable",1,0,0,1,"0","18800","Beauty > Cleansing/Peeling > Cleansing Lotion/Cream","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1394TSV_1WD1GKK_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1394TSV_1WD1GKK_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1394TSV_1WD1GKK_6.webp,",0,"KeySpecifications","Unknown (seller information not provided)",1,0,"Capacity","113g",1,0
