Brand,Copang_number,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Sale price,Regular price,Categories,Images,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,2287279391 - 3931544659,"simple","SKU_11TSC2N_1T0QN9V","Cellonia Signature Bio Sheet Mask 32ml","-1","0","visible","Total Quantity: 10
Capacity per piece: 32ml","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_11TSC2N_1T0QN9V_1.webp" width="100%" />","taxable",1,0,0,1,"25000","23750","Beauty > Skin Care > Mask/Pack > Sheet Mask","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_11TSC2N_1T0QN9V_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","Factor",1,0
R&W,1767323877 - 8704755668,"simple","SKU_T87VTX_3ZYL4GK","R&W Ceramide Sleeping Moisturizing Mask Pack","-1","0","visible","Mask Pack Type: Sleeping Pack
Skin concerns: soothing/moisturizing
Skin type: all skin
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_T87VTX_3ZYL4GK_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_T87VTX_3ZYL4GK_2.webp" width="100%" />","taxable",1,0,0,1,"33000","15900","Beauty > Skin Care > Mask/Pack > Sleeping Pack","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_T87VTX_3ZYL4GK_8.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_T87VTX_3ZYL4GK_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_T87VTX_3ZYL4GK_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_T87VTX_3ZYL4GK_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_T87VTX_3ZYL4GK_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_T87VTX_3ZYL4GK_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","4ml",1,0
Anua,5502879238 - 8554081894,"simple","SKU_2J09SSM_3XGVNTY","Anua Eoseongcho Cream Sheet Mask Pack Night Solution 25ml","-1","0","visible","Area used: face
Skin concerns: soothing/moisturizing
Skin type: all skin
Total Quantity: 10","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J09SSM_3XGVNTY_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J09SSM_3XGVNTY_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J09SSM_3XGVNTY_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J09SSM_3XGVNTY_3.webp" width="100%" />","taxable",1,0,0,1,"40000","20000","Beauty > Clean/Vegan Beauty > Skin Care","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J09SSM_3XGVNTY_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J09SSM_3XGVNTY_6.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","25ml",1,0
Cellderma,83837322 - 266122394,"simple","SKU_1DWXAI_4EFXCQ","Cellderma Crystal Skin Mask Pack 23g","-1","0","visible","Total quantity: 10 sheets
Weight per piece: 23g
Mask pack type: sheet pack
Skin trouble: brightening","","taxable",1,0,0,1,"25160","22920","Beauty > Skin Care > Mask/Pack > Sheet Mask","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1DWXAI_4EFXCQ_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1DWXAI_4EFXCQ_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1DWXAI_4EFXCQ_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","23g x 10pcs",1,0
Me Factory,25362011 - 98671270,"simple","SKU_F3LGB_1MQV8M","Me Factory Pork Cement Peel Off Pack","-1","0","visible","Area used: face
Skin Concerns: Pores
Skin type: all skin
Total Quantity: 1","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_F3LGB_1MQV8M_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_F3LGB_1MQV8M_5.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_F3LGB_1MQV8M_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_F3LGB_1MQV8M_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_F3LGB_1MQV8M_1.webp" width="100%" />","taxable",1,0,0,1,"14850","14150","Beauty > Skin Care > Mask/Pack > Peel-Off Pack","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_F3LGB_1MQV8M_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_F3LGB_1MQV8M_6.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","120ml",1,0
Vitahalo,5505130015 - 8564275796,"simple","SKU_2J1M1I7_3XMY5HW","Vitahalo Gold Collagen Mask","-1","0","visible","Skin concerns: Elasticity
Mask Pack Ingredients: Collagen
Area used: face
Skin type: all skin","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J1M1I7_3XMY5HW_15.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J1M1I7_3XMY5HW_14.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J1M1I7_3XMY5HW_16.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J1M1I7_3XMY5HW_18.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J1M1I7_3XMY5HW_20.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J1M1I7_3XMY5HW_19.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J1M1I7_3XMY5HW_17.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J1M1I7_3XMY5HW_13.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J1M1I7_3XMY5HW_6.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J1M1I7_3XMY5HW_9.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J1M1I7_3XMY5HW_10.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J1M1I7_3XMY5HW_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J1M1I7_3XMY5HW_7.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J1M1I7_3XMY5HW_11.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J1M1I7_3XMY5HW_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J1M1I7_3XMY5HW_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J1M1I7_3XMY5HW_5.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J1M1I7_3XMY5HW_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J1M1I7_3XMY5HW_12.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J1M1I7_3XMY5HW_8.webp" width="100%" />","taxable",1,0,0,1,"36000","17990","Beauty > Skin Care > Mask/Pack > Sheet Mask","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J1M1I7_3XMY5HW_15.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J1M1I7_3XMY5HW_14.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J1M1I7_3XMY5HW_16.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J1M1I7_3XMY5HW_18.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J1M1I7_3XMY5HW_20.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J1M1I7_3XMY5HW_19.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J1M1I7_3XMY5HW_17.webp,",0,"KeySpecifications","all skin types",1,0,"Capacity","485ml",1,0
,157136112 - 452167728,"simple","SKU_2LJZ00_7H7IUO","Terraskin Thin Spot Patch 12mm","-1","0","visible","Total Quantity: 120
Skin concerns: -
Type: spot type
Area used: spot","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2LJZ00_7H7IUO_1.webp" width="100%" />","taxable",1,0,0,1,"0","15000","Health/Health Food > Health/Medical Supplies > Home Medical Supplies > Band-Aids/Bands","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2LJZ00_7H7IUO_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2LJZ00_7H7IUO_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2LJZ00_7H7IUO_3.webp,",0,"KeySpecifications","quasi-drugs",1,0,"Capacity","Terraskin Thin Spot Patch",1,0
Cellderma,5505221057 - 8564827591,"simple","SKU_2J1NZR5_3XN9Z9J","Cellderma Ninetox Hydrogel Mask Pack","-1","0","visible","Area used: face
Skin concerns: supply of nutrients
Total Quantity: 80
Weight per piece: 30g","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J1NZR5_3XN9Z9J_1.webp" width="100%" />","taxable",1,0,0,1,"69470","65680","Beauty > Skin Care > Mask/Pack > Sheet Mask","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J1NZR5_3XN9Z9J_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","30g",1,0
,5711394158 - 9523315249,"simple","SKU_2MGEZXQ_4DHXP2P","Yakson Myungga Lifting Program Band + Yakson Myongga Lifting Program Pack","-1","0","visible","Area used: face
Skin concerns: Elasticity
Skin type: all skin
Total Quantity: 6","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2MGEZXQ_4DHXP2P_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2MGEZXQ_4DHXP2P_1.webp" width="100%" />","taxable",1,0,0,1,"50000","34500","Beauty > Skin Care > Mask/Pack > Patch/Nose Pack > Other Patches","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2MGEZXQ_4DHXP2P_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","churning",1,0
R&W,6743998064 - 15752112653,"simple","SKU_33J7A7K_78IEFWT","R&W Hyaluronic Acid Deep Moisture Moisture Essence Mask Pack","-1","0","visible","Mask pack type: sheet pack
Target use: Unisex
Mask Pack Ingredient: Hyaluronic Acid
Skin type: all skin","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_33J7A7K_78IEFWT_1.jpg" width="100%" />","taxable",1,0,0,1,"31000","15900","Beauty > Skin Care > Mask/Pack > Sheet Mask","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33J7A7K_78IEFWT_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33J7A7K_78IEFWT_8.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33J7A7K_78IEFWT_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33J7A7K_78IEFWT_9.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33J7A7K_78IEFWT_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33J7A7K_78IEFWT_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33J7A7K_78IEFWT_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33J7A7K_78IEFWT_7.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","10 sheets",1,0
Ahc,42696839 - 6235887791,"simple","SKU_PF53B_2V4OPTB","AHC Triple Hyaluronic Cotton Mask Pack 25 ml","-1","0","visible","Area used: face
Skin concerns: soothing/moisturizing
Functional cosmetics certification: whitening + wrinkle improvement functionality
Skin type: all skin","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_PF53B_2V4OPTB_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_PF53B_2V4OPTB_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_PF53B_2V4OPTB_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_PF53B_2V4OPTB_1.webp" width="100%" />","taxable",1,0,0,1,"25800","25800","Beauty > Skin Care > Mask/Pack > Sheet Mask","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_PF53B_2V4OPTB_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_PF53B_2V4OPTB_5.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","25ml",1,0
Anua,5502879540 - 8554083035,"simple","SKU_2J09T10_3XGVOPN","Anua Eoseongcho 77 Soothing Sheet Mask Pack 25ml","-1","0","visible","Area used: face
Skin concerns: soothing/moisturizing
Skin type: all skin
Total Quantity: 10","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J09T10_3XGVOPN_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J09T10_3XGVOPN_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J09T10_3XGVOPN_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2J09T10_3XGVOPN_1.webp" width="100%" />","taxable",1,0,0,1,"40000","18500","Beauty > Clean/Vegan Beauty > Skin Care","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J09T10_3XGVOPN_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2J09T10_3XGVOPN_6.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","25ml",1,0
Medi Flower,2173491 - 8884788,"simple","SKU_1AL2R_5AFJO","Medi Flower Modeling Pack Aroma","-1","0","visible","Area used: face
Skin concerns: soothing/moisturizing
Skin type: all skin
Total Quantity: 1","","taxable",1,0,0,1,"0","13500","Beauty > Skin Care > Mask/Pack > Rubber/Modeling","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1AL2R_5AFJO_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1AL2R_5AFJO_5.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","1000g",1,0
R&W,335060051 - 1069198587,"simple","SKU_5JHHZN_HOKMWR","R&W Cica Sauce Soothing Mask Pack","-1","0","visible","Area used: face
Skin concerns: soothing/moisturizing
Skin type: all skin
Total quantity: 10 sheets","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5JHHZN_HOKMWR_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5JHHZN_HOKMWR_1.webp" width="100%" />","taxable",1,0,0,1,"31000","15900","Beauty > Skin Care > Mask/Pack > Sheet Mask","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_5JHHZN_HOKMWR_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_5JHHZN_HOKMWR_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_5JHHZN_HOKMWR_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_5JHHZN_HOKMWR_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_5JHHZN_HOKMWR_7.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","I carry",1,0
Medi-Peel,7104277680 - 17741845048,"simple","SKU_39HPBQO_85F1B94","Medi-Peel Red Lacto Collagen Eye Patch","-1","0","visible","Weight per piece: 96g
Total Quantity: 60
Skin type: all skin
Mask Pack Ingredients: Collagen","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_39HPBQO_85F1B94_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_39HPBQO_85F1B94_2.jpg" width="100%" />","taxable",1,0,0,1,"35000","14900","Beauty > Skin Care > Mask/Pack > Patch/Nose Pack > Eye Patch","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_39HPBQO_85F1B94_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","yashg",1,0
